YEAR,MONTH,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,TOR_F_SCALE,DEATHS_DIRECT,DEATHS_INDIRECT,INJURIES_DIRECT,INJURIES_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,RADAR_DIST,RADAR_2026
2015,9,41.4164,-87.86,41.4266,-87.8119,1,0,0,0,0,70000.0,0.0,28.04361312352869,True
2015,12,35.3183,-87.577,35.4563,-87.3303,2,0,0,3,0,2000000.0,500000.0,137.99742495650463,True
2015,12,35.4563,-87.3303,35.4844,-87.2797,1,0,0,0,0,0.0,100000.0,111.90595884182041,True
2015,12,35.4844,-87.2797,35.5067,-87.2384,1,0,0,0,0,100000.0,10000.0,106.63635447078508,True
2015,12,36.1016,-85.8869,36.1218,-85.841,2,0,0,0,0,300000.0,0.0,62.76573816449908,True
2015,12,35.495,-86.4099,35.4905,-86.4034,1,0,0,0,0,50000.0,0.0,69.41177755776006,True
2015,12,31.89,-96.81,31.93,-96.81,0,0,0,0,0,0.0,15000.0,88.96811569749987,True
2015,12,32.33,-95.99,32.34,-95.98,0,0,0,0,0,0.0,10000.0,126.13450420309088,True
2015,6,40.9177,-91.48,40.8879,-91.4284,1,0,0,2,0,100000.0,10000.0,107.71405704682067,True
2015,6,39.69,-103.06,39.69,-103.06,0,0,0,0,0,0.0,0.0,122.02390718122227,True
2015,4,35.2244,-92.6929,35.2336,-92.6191,1,0,0,0,0,50000.0,0.0,58.32064493616433,True
2015,5,34.9853,-93.1864,34.9915,-93.1853,1,0,0,0,0,5000.0,0.0,85.90728443310353,True
2015,1,31.304,-85.561,31.3126,-85.5377,0,0,0,0,0,10000.0,0.0,19.901774851752158,True
2015,1,31.417,-83.395,31.42,-83.392,1,0,0,0,0,10000.0,0.0,69.5009101441203,True
2015,6,46.22,-104.4,46.22,-104.4,0,0,0,0,0,0.0,0.0,263.48039327659876,False
2015,7,39.0751,-108.1062,39.0756,-108.1041,1,0,0,0,0,0.0,0.0,9.394681941803288,True
2015,6,39.6984,-82.6127,39.6978,-82.6039,0,0,0,0,0,3000.0,5000.0,108.15590402438015,True
2015,5,32.4095,-95.619,32.5569,-95.6329,3,2,0,43,0,40000000.0,0.0,158.99286429000102,True
2015,5,32.3032,-99.0133,32.3098,-98.9489,3,1,0,2,0,300000.0,100000.0,34.564312120460315,True
2015,5,39.6351,-98.4373,39.6492,-98.4328,0,0,0,0,0,0.0,0.0,76.25072200786839,True
2015,5,39.7484,-97.9644,39.8077,-97.941,1,0,0,0,0,250000.0,0.0,75.5273564192507,True
2015,5,39.583,-97.9497,39.6278,-97.9435,1,0,0,0,0,5000.0,0.0,92.14930082598796,True
2015,5,39.7781,-98.3652,39.9505,-98.2889,2,0,0,1,0,1500000.0,0.0,60.70128782197902,True
2015,5,39.9476,-97.9662,39.9919,-97.9321,2,0,0,0,0,1250000.0,0.0,57.94862158571342,True
2015,5,40.0105,-98.1705,40.1362,-98.0992,1,0,0,0,0,250000.0,0.0,41.505872242914194,True
2015,5,40.1403,-97.8208,40.2015,-97.7795,2,0,0,0,0,1500000.0,0.0,56.42142860250708,True
2015,4,32.0418,-98.8526,32.0492,-98.839,0,0,0,0,0,0.0,0.0,66.88111696539129,True
2015,4,31.9815,-98.7621,31.9914,-98.7424,0,0,0,0,0,0.0,0.0,77.29434283603545,True
2015,5,34.9835,-94.6658,35.2002,-94.6907,2,0,0,0,0,500000.0,0.0,43.91356612210796,True
2015,5,34.7706,-95.0412,34.7737,-95.0332,1,0,0,0,0,50000.0,0.0,84.65577908159952,True
2015,5,35.386,-95.1402,35.4514,-95.1003,1,0,0,0,0,30000.0,0.0,71.39490879378579,True
2015,5,35.487,-95.09,35.5084,-95.0818,0,0,0,0,0,20000.0,0.0,69.53008993178494,True
2015,4,32.0386,-98.5161,32.0426,-98.5034,0,0,0,0,0,0.0,0.0,88.88752450401158,True
